button_id,label,area,handler_type,handler_line,handler_excerpt,prerequisite,expected_result,risk_level,destructive,test_mode,static_contract_status,browser_e2e_status,browser_e2e_note,v20_4_action_guard,guard_reason,runtime_verification,adaptive_ui,v20_5_fixture_mock,ai_context_aware,runtime_result_verification,v20_6_agent_callable,agent_risk,agent_runtime_verify,v20_7_contextual_ux,v20_7_failure_recovery,next_action_explainable,button_reason_visible,v20_8_role_adaptive,v20_8_engineering_optimizer,role_visibility
runHealth,執行專案健檢,專案健康檢查,onclick,1395,"if(q(""runHealth""))q(""runHealth"").onclick=projectHealth;",需已開啟專案,執行「執行專案健檢」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
lockEngineering,鎖定工程版本,專案健康檢查,onclick,1417,"if(q(""lockEngineering""))q(""lockEngineering"").onclick=()=>setEngineeringLock(true);",需已開啟專案,執行「鎖定工程版本」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
unlockEngineering,解除鎖定,專案健康檢查,onclick,1418,"if(q(""unlockEngineering""))q(""unlockEngineering"").onclick=()=>{if(confirm(""確定解除工程版本鎖定？""))setEngineeringLock(false)};",需已開啟專案,執行「解除鎖定」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
addScene,＋新增場景,多場景頁面,onclick,1380,"if(q(""addScene""))q(""addScene"").onclick=()=>{syncSceneFromObjects();scenes.push({id:""S""+Date.now(),name:""場景""+(scenes.length+1),objects:[],bgScene:{w:0,h:0},backgroundKey:null});sceneIndex=scenes.length-1;O=[];renderSceneTabs();draw();layers();updatePropertyScen",需已開啟專案,執行「＋新增場景」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
dupScene,複製場景,多場景頁面,onclick,1381,"if(q(""dupScene""))q(""dupScene"").onclick=()=>{syncSceneFromObjects();const s=structuredClone(currentScene());s.id=""S""+Date.now();s.name+="" 複製"";scenes.push(s);sceneIndex=scenes.length-1;O=structuredClone(s.objects||[]);renderSceneTabs();draw();layers();updateProp",需已開啟專案,執行「複製場景」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
renameScene,重新命名,多場景頁面,onclick,1382,"if(q(""renameScene""))q(""renameScene"").onclick=()=>{const s=currentScene();if(!s)return;const n=prompt(""場景名稱"",s.name);if(n){s.name=n;renderSceneTabs();markChanged()}};",需已開啟專案,執行「重新命名」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
delScene,刪除場景,多場景頁面,onclick,1383,"if(q(""delScene""))q(""delScene"").onclick=()=>{if(scenes.length<=1){toast(""至少保留一個場景"");return}pauseObjectMedia(O);scenes.splice(sceneIndex,1);sceneIndex=Math.max(0,sceneIndex-1);O=structuredClone(currentScene().objects||[]);renderSceneTabs();draw();layers();update",需已開啟專案,執行「刪除場景」對應功能並產生可見狀態變化或明確提示,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project;multiScene,情境條件：project、multiScene,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
scaleBtn,選兩點校正,參考物尺度校正,onclick,1530,"q(""scaleBtn"").onclick=()=>{scalePts=[];q(""scaleBtn"").dataset.on=""1"";toast(""請在照片上點選兩點"")};q(""scaleClear"").onclick=()=>{scale=null;scalePts=[]};function summary(){buildBOM();let a=O.filter(o=>o.rw&&o.rh),s=a.reduce((n,o)=>n+o.rw*o.rh/1e6,0);q(""sum"").innerHTML=`LE",需實景/背景,執行「選兩點校正」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background,情境條件：background,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
scaleClear,清除,參考物尺度校正,onclick,1530,"q(""scaleClear"").onclick=()=>{scale=null;scalePts=[]};function summary(){buildBOM();let a=O.filter(o=>o.rw&&o.rh),s=a.reduce((n,o)=>n+o.rw*o.rh/1e6,0);q(""sum"").innerHTML=`LED/LCD物件：${a.length} 件<br>總顯示面積：約 ${s.toFixed(3)}㎡<br>照片尺度：${scale?""已校正"":""未校正""}<br>吸附：${s",需實景/背景,執行「清除」對應功能並產生可見狀態變化或明確提示,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
png,PNG效果圖,輸出中心,onclick,1594,"q(""png"").onclick=()=>{draw(true);let a=document.createElement(""a"");a.download=(cur?.name||""效果圖"")+"".png"";a.href=c.toDataURL();a.click()};q(""jpg"").onclick=()=>{draw(true);let a=document.createElement(""a"");a.download=(cur?.name||""效果圖"")+"".jpg"";a.href=c.toDataURL(""",需已開啟專案,執行「PNG效果圖」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
jpg,JPG效果圖,輸出中心,onclick,1594,"q(""jpg"").onclick=()=>{draw(true);let a=document.createElement(""a"");a.download=(cur?.name||""效果圖"")+"".jpg"";a.href=c.toDataURL(""image/jpeg"",.92);a.click()};q(""json"").onclick=()=>dl(new Blob([JSON.stringify({project:cur,objects:O,assets:A,versions:V,groups},null,2)",需已開啟專案,執行「JPG效果圖」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
json,專案JSON,輸出中心,onclick,1594,"q(""json"").onclick=()=>dl(new Blob([JSON.stringify({project:cur,objects:O,assets:A,versions:V,groups},null,2)],{type:""application/json""}),(cur?.name||""project"")+"".json"");q(""report"").onclick=()=>{let t=`Xinyu LED Studio 專案設計報告\n專案：${cur?.name||""""}\n客戶：${cur?.cli",需已開啟專案,執行「專案JSON」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
report,專案報告,輸出中心,onclick,1594,"q(""report"").onclick=()=>{let t=`Xinyu LED Studio 專案設計報告\n專案：${cur?.name||""""}\n客戶：${cur?.client||""""}\n\n`;O.filter(o=>o.rw&&o.rh).forEach((o,i)=>t+=`${i+1}. ${o.name} ${o.rw}×${o.rh}mm ${(o.rw*o.rh/1e6).toFixed(4)}㎡ ${o.pitch||""""}\n`);dl(new Blob([t],{type:""tex",需已開啟專案,執行「專案報告」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
dxf,DXF工程框線,輸出中心,onclick,1749,"q(""dxf"").onclick=()=>{let d=""0\nSECTION\n2\nENTITIES\n"";O.filter(o=>o.rw&&o.rh).forEach((o,i)=>{let X=i*(o.rw+500);d+=`0\nLWPOLYLINE\n8\nLED\n90\n4\n70\n1\n10\n${X}\n20\n0\n10\n${X+o.rw}\n20\n0\n10\n${X+o.rw}\n20\n${o.rh}\n10\n${X}\n20\n${o.rh}\n`});d+=""0\nEND",需已開啟專案,執行「DXF工程框線」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
rec,錄製3D,輸出中心,onclick,1820,"q(""rec"").onclick=async()=>{if(!is3){const ok=await build3();if(!ok)return;is3=true;q(""stage"").classList.add(""is3d"")}let s=q(""tc"").captureStream?.(30);if(!s||!window.MediaRecorder){alert(""瀏覽器不支援錄影"");return}let r=new MediaRecorder(s),a=[];r.ondataavailable=e=>e.",需3D引擎可用,錄製3D畫布約10秒,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
recordWorkspace,● 開始錄製工作區,編輯工作區播放畫面輸出,onclick,1529,"q(""recordWorkspace"").onclick=startWorkspaceRecording;q(""stopWorkspaceRecord"").onclick=stopWorkspaceRecording;",無特殊前置條件,開始工作區影音錄製,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
stopWorkspaceRecord,■ 停止並輸出,編輯工作區播放畫面輸出,onclick,1529,"q(""stopWorkspaceRecord"").onclick=stopWorkspaceRecording;",無特殊前置條件,停止錄製並輸出檔案,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,recording,情境條件：recording,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
captureA,擷取方案A,輸出中心,onclick,1377,"if(q(""captureA""))q(""captureA"").onclick=()=>captureCompare(""A"");if(q(""captureB""))q(""captureB"").onclick=()=>captureCompare(""B"");",需已開啟專案,執行「擷取方案A」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
captureB,擷取方案B,輸出中心,onclick,1377,"if(q(""captureB""))q(""captureB"").onclick=()=>captureCompare(""B"");",需已開啟專案,執行「擷取方案B」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
pdfProposal,PDF客戶提案,輸出中心,onclick,1595,"q(""pdfProposal"").onclick=()=>{ syncSceneFromObjects();",需已開啟專案,執行「PDF客戶提案」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
refreshTripleMap,重新產生三面 Mapping 預覽,V2.0 高階 3D／三面同步映射,onclick,1435,"if(q(""refreshTripleMap""))q(""refreshTripleMap"").onclick=()=>{refreshFacePreview();if(is3)build3()};",無特殊前置條件,執行「重新產生三面 Mapping 預覽」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
exportDXFAdvanced,DXF工程圖,CAD 工程輸出 V2.0,onclick,1439,"if(q(""exportDXFAdvanced""))q(""exportDXFAdvanced"").onclick=exportAdvancedDXF;",需已開啟專案,執行「DXF工程圖」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
exportSVGEngineering,SVG工程圖,CAD 工程輸出 V2.0,onclick,1440,"if(q(""exportSVGEngineering""))q(""exportSVGEngineering"").onclick=exportEngineeringSVG;",需已開啟專案,執行「SVG工程圖」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
exportBOM,匯出BOM CSV,工程BOM／容量估算 V3.0,onclick,1388,"if(q(""exportBOM""))q(""exportBOM"").onclick=exportBOMCSV;",需已開啟專案,執行「匯出BOM CSV」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,callable,"manager,sales,designer,engineer"
exportMapping,匯出 Mapping CSV,工程BOM／容量估算 V3.0,onclick,1411,"if(q(""exportMapping""))q(""exportMapping"").onclick=exportMappingCSV;",需已開啟專案,執行「匯出 Mapping CSV」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,callable,"manager,sales,designer,engineer"
collapseDock,◀,bottom,addEventListener,1841,"q('collapseDock')?.addEventListener('click',e=>{e.stopPropagation()",無特殊前置條件,執行「◀」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
flowScene,1 實景 上傳／調整,workflowBar,onclick,1868,"q(""flowScene"").onclick=()=>{setFlow(""scene"");bottom(""scene"")};q(""flowDevice"").onclick=()=>{setFlow(""device"");bottom(""ledmodels"")};q(""flowMedia"").onclick=()=>{setFlow(""media"");bottom(""assets"")};q(""flowAdjust"").onclick=()=>{setFlow(""adjust"");q(""tab-prop"")?.click",無特殊前置條件,執行「1 實景 上傳／調整」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
flowDevice,2 設備 建立／尺寸,workflowBar,onclick,1868,"q(""flowDevice"").onclick=()=>{setFlow(""device"");bottom(""ledmodels"")};q(""flowMedia"").onclick=()=>{setFlow(""media"");bottom(""assets"")};q(""flowAdjust"").onclick=()=>{setFlow(""adjust"");q(""tab-prop"")?.click()};q(""flowOutput"").onclick=()=>{setFlow(""output"");document.qu",無特殊前置條件,執行「2 設備 建立／尺寸」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
flowMedia,3 素材 圖片／影片,workflowBar,onclick,1868,"q(""flowMedia"").onclick=()=>{setFlow(""media"");bottom(""assets"")};q(""flowAdjust"").onclick=()=>{setFlow(""adjust"");q(""tab-prop"")?.click()};q(""flowOutput"").onclick=()=>{setFlow(""output"");document.querySelector('[data-tab=""out""]')?.click()};q(""cmdNewLed"").onclick=()=",無特殊前置條件,執行「3 素材 圖片／影片」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
flowAdjust,4 調整 位置／角度,workflowBar,onclick,1868,"q(""flowAdjust"").onclick=()=>{setFlow(""adjust"");q(""tab-prop"")?.click()};q(""flowOutput"").onclick=()=>{setFlow(""output"");document.querySelector('[data-tab=""out""]')?.click()};q(""cmdNewLed"").onclick=()=>{setFlow(""device"");createModelSafe(""常規屏"");updateUXState()};q(""",無特殊前置條件,執行「4 調整 位置／角度」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
flowOutput,5 預覽輸出 3D／錄製,workflowBar,onclick,1868,"q(""flowOutput"").onclick=()=>{setFlow(""output"");document.querySelector('[data-tab=""out""]')?.click()};q(""cmdNewLed"").onclick=()=>{setFlow(""device"");createModelSafe(""常規屏"");updateUXState()};q(""cmdDuplicate"").onclick=()=>{duplicateSelectedObjects();updateUXState()}",無特殊前置條件,執行「5 預覽輸出 3D／錄製」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
bgBtn,上傳實景,bottom,onclick,1456,"q(""bgBtn"").onclick=()=>{let i=document.createElement(""input"");i.type=""file"";i.accept=""image/*"";i.onchange=async()=>{let f=i.files[0];if(!f)return;",無特殊前置條件,開啟檔案選擇並載入實景圖,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
fs,全螢幕,bottom,onclick,1469,"q(""fs"").onclick=()=>document.fullscreenElement?document.exitFullscreen():q(""stage"").requestFullscreen?.();document.addEventListener(""fullscreenchange"",()=>setTimeout(()=>{resize();if(bg)fitScene()},80));",無特殊前置條件,執行「全螢幕」對應功能並產生可見狀態變化或明確提示,LOW,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
bgReplace,新增／更換實景,bottom,onclick,1451,"q(""bgReplace"").onclick=()=>q(""bgBtn"").click();",無特殊前置條件,執行「新增／更換實景」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
bgDelete,刪除實景,bottom,onclick,1452,"q(""bgDelete"").onclick=async()=>{if(bgObjectURL){try{URL.revokeObjectURL(bgObjectURL)}catch{}bgObjectURL=null}bg=null;bgScene={w:0,h:0};bgTransform={rotation:0,scale:1};const s=currentScene();if(s){if(s.backgroundKey)await dbDeleteBlob(s.backgroundKey);s.backgr",需實景/背景,刪除目前實景並更新場景狀態,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background,情境條件：background,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
zout,－,bottom,onclick,1466,"q(""zout"").onclick=()=>zoomAtClient(c.getBoundingClientRect().left+c.clientWidth/2,c.getBoundingClientRect().top+c.clientHeight/2,.87);",無特殊前置條件,執行「－」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
z100,100%,bottom,onclick,1467,"q(""z100"").onclick=centerSceneAt100;",無特殊前置條件,執行「100%」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
zin,＋,bottom,onclick,1465,"q(""zin"").onclick=()=>zoomAtClient(c.getBoundingClientRect().left+c.clientWidth/2,c.getBoundingClientRect().top+c.clientHeight/2,1.15);",無特殊前置條件,執行「＋」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
zfit,適合完整場景,bottom,onclick,1468,"q(""zfit"").onclick=fitScene;",無特殊前置條件,執行「適合完整場景」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
